Gene_ID,t_protein_3p_loss,t_protein_5q_amplification,t_protein_7p_amplification,t_protein_9p_loss,t_protein_14q_loss
MAN2C1,0,0,0,0,0
MANBA,0,0,0,0,0
MANBAL,0,0,0,0,0
MANEA,0,0,0,0,0
MANF,0,0,0,0,0
MAOA,0,0,0,0,0
MAOB,0,0,0,0,0
MAP10,0,0,0,0,0
MAP1A,0,0,0,0,0
MAP1B,0,0,0,0,0
MAP1LC3A,0,0,0,0,0
MAP1LC3B2,0,0,0,0,0
MAP1S,0,0,0,0,0
MAP2,0,0,0,0,0
MAP2K1,0,0,0,0,0
MAP2K2,0,0,0,0,0
MAP2K3,0,0,0,0,0
MAP2K4,0,0,0,0,0
MAP2K5,0,0,0,0,0
MAP2K6,0,0,0,0,0
MAP2K7,0,0,0,0,0
MAP3K1,0,0,0,0,0
MAP3K11,0,0,0,0,0
MAP3K2,0,0,0,0,0
MAP3K20,0,0,0,0,0
MAP3K21,0,0,0,0,0
MAP3K3,0,0,0,0,0
MAP3K4,0,0,0,0,0
MAP3K5,0,0,0,0,0
MAP3K6,0,0,0,0,0
MAP3K7,0,0,0,0,0
MAP3K7CL,0,0,0,0,0
MAP4,0,0,0,0,0
MAP4K1,0,0,0,0,0
MAP4K2,0,0,0,0,0
MAP4K3,0,0,0,0,0
MAP4K4,0,0,0,0,0
MAP4K5,0,0,0,0,0
MAP6,0,0,0,0,0
MAP7,0,0,0,0,0
MAP7D1,0,0,0,0,0
MAP7D2,0,0,0,0,0
MAP7D3,0,0,0,0,0
MAP9,0,0,0,0,0
MAPK1,0,0,0,0,0
MAPK12,0,0,0,0,0
MAPK13,0,0,0,0,0
MAPK14,0,0,0,0,0
MAPK1IP1L,0,0,0,0,0
MAPK3,0,0,0,0,0
MAPK7,0,0,0,0,0
MAPK8,0,0,0,0,0
MAPK8IP3,0,0,0,0,0
MAPK9,0,0,0,0,0
MAPKAP1,0,0,0,0,0
MAPKAPK2,0,0,0,0,0
MAPKAPK3,0,0,0,0,0
MAPKBP1,0,0,0,0,0
MAPRE1,0,0,0,0,0
MAPRE2,0,0,0,0,0
MAPRE3,0,0,0,0,0
MAPT,0,0,0,0,0
MARC1,0,0,0,0,0
MARC2,0,0,0,0,0
MARCH5,0,0,0,0,0
MARCKS,0,0,0,0,0
MARCKSL1,0,0,0,0,0
MARF1,0,0,0,0,0
MARK1,0,0,0,0,0
MARK2,0,0,0,0,0
MARK3,0,0,0,0,0
MARS,0,0,0,0,0
MARS2,0,0,0,0,0
MARVELD2,0,0,0,0,0
MARVELD3,0,0,0,0,0
MASP1,0,0,0,0,0
MASP2,0,0,0,0,0
MAST2,0,0,0,0,0
MAST3,0,0,0,0,0
MAST4,0,0,0,0,0
MAT1A,0,0,0,0,0
MAT2A,0,0,0,0,0
MAT2B,0,0,0,0,0
MATN2,0,0,0,0,0
MATR3,0,0,0,0,0
MAU2,0,0,0,0,0
MAVS,0,0,0,0,0
MAX,0,0,0,0,0
MAZ,0,0,0,0,0
MB,0,0,0,0,0
MB21D2,0,0,0,0,0
MBD1,0,0,0,0,0
MBD2,0,0,0,0,0
MBD3,0,0,0,0,0
MBD4,0,0,0,0,0
MBIP,0,0,0,0,0
MBL2,0,0,0,0,0
MBLAC1,0,0,0,0,0
MBLAC2,0,0,0,0,0
MBNL1,0,0,0,0,0
MBNL2,0,0,0,0,0
MBOAT2,0,0,0,0,0
MBOAT7,0,0,0,0,0
MBP,0,0,0,0,0
MCAM,0,0,0,0,0
MCAT,0,0,0,0,0
MCC,0,0,0,0,0
MCCC1,0,0,0,0,0
MCCC2,0,0,0,0,0
MCCD1,0,0,0,0,0
MCEE,0,0,0,0,0
MCF2L,0,0,0,0,0
MCFD2,0,0,0,0,0
MCL1,0,0,0,0,0
MCM2,0,0,0,0,0
MCM3,0,0,0,0,0
MCM3AP,0,0,0,0,0
MCM4,0,0,0,0,0
MCM5,0,0,0,0,0
MCM6,0,0,0,0,0
MCM7,0,0,0,0,0
MCMBP,0,0,0,0,0
MCRIP1,0,0,0,0,0
MCRIP2,0,0,0,0,0
MCRS1,0,0,0,0,0
MCTS1,0,0,0,0,0
MCU,0,0,0,0,0
MCUR1,0,0,0,0,0
MDC1,0,0,0,0,0
MDH1,0,0,0,0,0
MDH2,0,0,0,0,0
MDK,0,0,0,0,0
MDM1,0,0,0,0,0
MDN1,0,0,0,0,0
ME1,0,0,0,0,0
ME2,0,0,0,0,0
ME3,0,0,0,0,0
MEA1,0,0,0,0,0
MEAF6,0,0,0,0,0
MECOM,0,0,0,0,0
MECP2,0,0,0,0,0
MECR,0,0,0,0,0
MED1,0,0,0,0,0
MED10,0,0,0,0,0
MED11,0,0,0,0,0
MED12,0,0,0,0,0
MED13,0,0,0,0,0
MED14,0,0,0,0,0
MED15,0,0,0,0,0
MED16,0,0,0,0,0
MED17,0,0,0,0,0
MED18,0,0,0,0,0
MED19,0,0,0,0,0
MED20,0,0,0,0,0
MED21,0,0,0,0,0
MED22,0,0,0,0,0
MED23,0,0,0,0,0
MED24,0,0,0,0,0
MED25,0,0,0,0,0
MED27,0,0,0,0,0
MED28,0,0,0,0,0
MED29,0,0,0,0,0
MED30,0,0,0,0,0
MED31,0,0,0,0,0
MED4,0,0,0,0,0
MED6,0,0,0,0,0
MED7,0,0,0,0,0
MED8,0,0,0,0,0
MED9,0,0,0,0,0
MEF2C,0,0,0,0,0
MEF2D,0,0,0,0,0
MEGF6,0,0,0,0,0
MEGF8,0,0,0,0,0
MEGF9,0,0,0,0,0
MEIS1,0,0,0,0,0
MELTF,0,0,0,0,0
MEMO1,0,0,0,0,0
MEN1,0,0,0,0,0
MEPCE,0,0,0,0,0
MERTK,0,0,0,0,0
MESD,0,0,0,0,0
MEST,0,0,0,0,0
MET,0,0,0,0,0
METAP1,0,0,0,0,0
METAP1D,0,0,0,0,0
METAP2,0,0,0,0,0
METTL1,0,0,0,0,0
METTL13,0,0,0,0,0
METTL14,0,0,0,0,0
METTL15,0,0,0,0,0
METTL16,0,0,0,0,0
METTL17,0,0,0,0,0
METTL18,0,0,0,0,0
METTL26,0,0,0,0,0
METTL2B,0,0,0,0,0
METTL3,0,0,0,0,0
METTL5,0,0,0,0,0
METTL7A,0,0,0,0,0
METTL7B,0,0,0,0,0
METTL9,0,0,0,0,0
MEX3A,0,0,0,0,0
MFAP1,0,0,0,0,0
MFAP2,0,0,0,0,0
MFAP4,0,0,0,0,0
MFAP5,0,0,0,0,0
MFF,0,0,0,0,0
MFGE8,0,0,0,0,0
MFN1,0,0,0,0,0
MFN2,0,0,0,0,0
MFSD1,0,0,0,0,0
MFSD10,0,0,0,0,0
MFSD11,0,0,0,0,0
MFSD4A,0,0,0,0,0
MFSD4B,0,0,0,0,0
MFSD6,0,0,0,0,0
MFSD9,0,0,0,0,0
MGA,0,0,0,0,0
MGAM,0,0,0,0,0
MGARP,0,0,0,0,0
MGAT1,0,0,0,0,0
MGAT2,0,0,0,0,0
MGLL,0,0,0,0,0
MGME1,0,0,0,0,0
MGMT,0,0,0,0,0
MGP,0,0,0,0,0
MGRN1,0,0,0,0,0
MGST1,0,0,0,0,0
MGST2,0,0,0,0,0
MGST3,0,0,0,0,0
MIA2,0,0,0,0,0
MIA3,0,0,0,0,0
MIB1,0,0,0,0,0
MIB2,0,0,0,0,0
MICAL1,0,0,0,0,0
MICAL2,0,0,0,0,0
MICAL3,0,0,0,0,0
MICALL1,0,0,0,0,0
MICALL2,0,0,0,0,0
MICU1,0,0,0,0,0
MICU2,0,0,0,0,0
MID1,0,0,0,0,0
MID1IP1,0,0,0,0,0
MID2,0,0,0,0,0
MIEF1,0,0,0,0,0
MIEN1,0,0,0,0,0
MIER1,0,0,0,0,0
MIF,0,0,0,0,0
MIF4GD,0,0,0,0,0
MIGA1,0,0,0,0,0
MINDY1,0,0,0,0,0
MINDY2,0,0,0,0,0
MINDY3,0,0,0,0,0
MINK1,0,0,0,0,0
MINOS1,0,0,0,0,0
MINPP1,0,0,0,0,0
MIOS,0,0,0,0,0
MIOX,0,0,0,0,0
MIPEP,0,0,0,0,0
MIS12,0,0,0,0,0
MISP,0,0,0,0,0
MISP3,0,0,0,0,0
MITD1,0,0,0,0,0
MITF,0,0,0,0,0
MKLN1,0,0,0,0,0
MKNK1,0,0,0,0,0
MKRN1,0,0,0,0,0
MKRN2,0,0,0,0,0
MLEC,0,0,0,0,0
MLF2,0,0,0,0,0
MLH1,0,0,0,0,0
MLKL,0,0,0,0,0
MLLT1,0,0,0,0,0
MLLT6,0,0,0,0,0
MLPH,0,0,0,0,0
MLST8,0,0,0,0,0
MLX,0,0,0,0,0
MLXIP,0,0,0,0,0
MLXIPL,0,0,0,0,0
MLYCD,0,0,0,0,0
MMAA,0,0,0,0,0
MMAB,0,0,0,0,0
MMADHC,0,0,0,0,0
MME,0,0,0,0,0
MMGT1,0,0,0,0,0
MMP14,0,0,0,0,0
MMP15,0,0,0,0,0
MMP2,0,0,0,0,0
MMP24OS,0,0,0,0,0
MMP7,0,0,0,0,0
MMP8,0,0,0,0,0
MMP9,0,0,0,0,0
MMRN1,0,0,0,0,0
MMRN2,0,0,0,0,0
MMS19,0,0,0,0,0
MNAT1,0,0,0,0,0
MNDA,0,0,0,0,0
MNT,0,0,0,0,0
MOB1A,0,0,0,0,0
MOB2,0,0,0,0,0
MOB3A,0,0,0,0,0
MOB3B,0,0,0,0,0
MOB3C,0,0,0,0,0
MOB4,0,0,0,0,0
MOCS1,0,0,0,0,0
MOCS2,0,0,0,0,0
MOCS3,0,0,0,0,0
MOGS,0,0,0,0,0
MON1B,0,0,0,0,0
MON2,0,0,0,0,0
MORC2,0,0,0,0,0
MORC3,0,0,0,0,0
MORF4L1,0,0,0,0,0
MORF4L2,0,0,0,0,0
MOSPD2,0,0,0,0,0
MOV10,0,0,0,0,0
MOXD1,0,0,0,0,0
MPC1,0,0,0,0,0
MPC2,0,0,0,0,0
MPDU1,0,0,0,0,0
MPDZ,0,0,0,0,0
MPG,0,0,0,0,0
MPHOSPH10,0,0,0,0,0
MPHOSPH6,0,0,0,0,0
MPHOSPH8,0,0,0,0,0
MPI,0,0,0,0,0
MPLKIP,0,0,0,0,0
MPO,0,0,0,0,0
MPP1,0,0,0,0,0
MPP2,0,0,0,0,0
MPP5,0,0,0,0,0
MPP6,0,0,0,0,0
MPP7,0,0,0,0,0
MPPE1,0,0,0,0,0
MPPED2,0,0,0,0,0
MPRIP,0,0,0,0,0
MPST,0,0,0,0,0
MPV17,0,0,0,0,0
MPZL1,0,0,0,0,0
MPZL2,0,0,0,0,0
MRAS,0,0,0,0,0
MRC1,0,0,0,0,0
MRC2,0,0,0,0,0
MRE11,0,0,0,0,0
MRFAP1,0,0,0,0,0
MRGBP,0,0,0,0,0
MRI1,0,0,0,0,0
MRM1,0,0,0,0,0
MRM2,0,0,0,0,0
MRM3,0,0,0,0,0
MRNIP,0,0,0,0,0
MROH1,0,0,0,0,0
MRPL1,0,0,0,0,0
MRPL10,0,0,0,0,0
MRPL11,0,0,0,0,0
MRPL12,0,0,0,0,0
MRPL13,0,0,0,0,0
MRPL14,0,0,0,0,0
MRPL15,0,0,0,0,0
MRPL16,0,0,0,0,0
MRPL17,0,0,0,0,0
MRPL18,0,0,0,0,0
MRPL19,0,0,0,0,0
MRPL2,0,0,0,0,0
MRPL20,0,0,0,0,0
MRPL21,0,0,0,0,0
MRPL22,0,0,0,0,0
MRPL23,0,0,0,0,0
MRPL24,0,0,0,0,0
MRPL27,0,0,0,0,0
MRPL28,0,0,0,0,0
MRPL3,0,0,0,0,0
MRPL30,0,0,0,0,0
MRPL32,0,0,0,0,0
MRPL33,0,0,0,0,0
MRPL34,0,0,0,0,0
MRPL35,0,0,0,0,0
MRPL37,0,0,0,0,0
MRPL38,0,0,0,0,0
MRPL39,0,0,0,0,0
MRPL4,0,0,0,0,0
MRPL40,0,0,0,0,0
MRPL41,0,0,0,0,0
MRPL42,0,0,0,0,0
MRPL43,0,0,0,0,0
MRPL44,0,0,0,0,0
MRPL45,0,0,0,0,0
MRPL46,0,0,0,0,0
MRPL47,0,0,0,0,0
MRPL48,0,0,0,0,0
MRPL49,0,0,0,0,0
MRPL50,0,0,0,0,0
MRPL51,0,0,0,0,0
MRPL52,0,0,0,0,0
MRPL53,0,0,0,0,0
MRPL54,0,0,0,0,0
MRPL55,0,0,0,0,0
MRPL57,0,0,0,0,0
MRPL58,0,0,0,0,0
MRPL9,0,0,0,0,0
MRPS10,0,0,0,0,0
MRPS11,0,0,0,0,0
MRPS12,0,0,0,0,0
MRPS14,0,0,0,0,0
MRPS15,0,0,0,0,0
MRPS16,0,0,0,0,0
MRPS17,0,0,0,0,0
MRPS18A,0,0,0,0,0
MRPS18B,0,0,0,0,0
MRPS18C,0,0,0,0,0
MRPS2,0,0,0,0,0
MRPS21,0,0,0,0,0
MRPS22,0,0,0,0,0
MRPS23,0,0,0,0,0
MRPS24,0,0,0,0,0
MRPS25,0,0,0,0,0
MRPS26,0,0,0,0,0
MRPS27,0,0,0,0,0
MRPS28,0,0,0,0,0
MRPS30,0,0,0,0,0
MRPS31,0,0,0,0,0
MRPS33,0,0,0,0,0
MRPS34,0,0,0,0,0
MRPS35,0,0,0,0,0
MRPS36,0,0,0,0,0
MRPS5,0,0,0,0,0
MRPS6,0,0,0,0,0
MRPS7,0,0,0,0,0
MRPS9,0,0,0,0,0
MRRF,0,0,0,0,0
MRTFA,0,0,0,0,0
MRTFB,0,0,0,0,0
MRTO4,0,0,0,0,0
MRVI1,0,0,0,0,0
MSANTD2,0,0,0,0,0
MSH2,0,0,0,0,0
MSH3,0,0,0,0,0
MSH6,0,0,0,0,0
MSI2,0,0,0,0,0
MSL1,0,0,0,0,0
MSL2,0,0,0,0,0
MSLN,0,0,0,0,0
MSMO1,0,0,0,0,0
MSN,0,0,0,0,0
MSR1,0,0,0,0,0
MSRA,0,0,0,0,0
MSRB1,0,0,0,0,0
MSRB2,0,0,0,0,0
MSRB3,0,0,0,0,0
MST1,0,0,0,0,0
MSTO1,0,0,0,0,0
MT-ATP6,0,0,0,0,0
MT-ATP8,0,0,0,0,0
MT-CO1,0,0,0,0,0
MT-CO2,0,0,0,0,0
MT-CO3,0,0,0,0,0
MT-ND1,0,0,0,0,0
MT-ND2,0,0,0,0,0
MT-ND4,0,0,0,0,0
MT-ND5,0,0,0,0,0
MT1A,0,0,0,0,0
MT1B,0,0,0,0,0
MT1E,0,0,0,0,0
MT1F,0,0,0,0,0
MT1G,0,0,0,0,0
MT1H,0,0,0,0,0
MT1M,0,0,0,0,0
MT1X,0,0,0,0,0
MT2A,0,0,0,0,0
MT3,0,0,0,0,0
MTA1,0,0,0,0,0
MTA2,0,0,0,0,0
MTA3,0,0,0,0,0
MTAP,0,0,0,0,0
MTCH1,0,0,0,0,0
MTCH2,0,0,0,0,0
MTCL1,0,0,0,0,0
MTDH,0,0,0,0,0
MTERF1,0,0,0,0,0
MTERF3,0,0,0,0,0
MTERF4,0,0,0,0,0
MTFMT,0,0,0,0,0
MTFP1,0,0,0,0,0
MTFR1,0,0,0,0,0
MTFR1L,0,0,0,0,0
MTG1,0,0,0,0,0
MTG2,0,0,0,0,0
MTHFD1,0,0,0,0,0
MTHFD1L,0,0,0,0,0
MTHFD2,0,0,0,0,0
MTHFR,0,0,0,0,0
MTHFS,0,0,0,0,0
MTHFSD,0,0,0,0,0
MTIF2,0,0,0,0,0
MTIF3,0,0,0,0,0
MTM1,0,0,0,0,0
MTMR1,0,0,0,0,0
MTMR10,0,0,0,0,0
MTMR11,0,0,0,0,0
MTMR12,0,0,0,0,0
MTMR14,0,0,0,0,0
MTMR2,0,0,0,0,0
MTMR3,0,0,0,0,0
MTMR6,0,0,0,0,0
MTMR9,0,0,0,0,0
MTO1,0,0,0,0,0
MTOR,0,0,0,0,0
MTPAP,0,0,0,0,0
MTPN,0,0,0,0,0
MTR,0,0,0,0,0
MTREX,0,0,0,0,0
MTRF1,0,0,0,0,0
MTRF1L,0,0,0,0,0
MTRR,0,0,0,0,0
MTSS1,0,0,0,0,0
MTSS1L,0,0,0,0,0
MTTP,0,0,0,0,0
MTURN,0,0,0,0,0
MTUS1,0,0,0,0,0
MTX1,0,0,0,0,0
MTX2,0,0,0,0,0
MTX3,0,0,0,0,0
MUC1,0,0,0,0,0
MUC13,0,0,0,0,0
MUC19,0,0,0,0,0
MUC5B,0,0,0,0,0
MUL1,0,0,0,0,0
MUSTN1,0,0,0,0,0
MUT,0,0,0,0,0
MVB12A,0,0,0,0,0
MVB12B,0,0,0,0,0
MVD,0,0,0,0,0
MVK,0,0,0,0,0
MVP,0,0,0,0,0
MX1,0,0,0,0,0
MX2,0,0,0,0,0
MXRA5,0,0,0,0,0
MXRA7,0,0,0,0,0
MXRA8,0,0,0,0,0
MYADM,0,0,0,0,0
MYBBP1A,0,0,0,0,0
MYCBP,0,0,0,0,0
MYCBP2,0,0,0,0,0
MYCT1,0,0,0,0,0
MYD88,0,0,0,0,0
MYDGF,0,0,0,0,0
MYEF2,0,0,0,0,0
MYH10,0,0,0,0,0
MYH11,0,0,0,0,0
MYH14,0,0,0,0,0
MYH9,0,0,0,0,0
MYL12A,0,0,0,0,0
MYL3,0,0,0,0,0
MYL4,0,0,0,0,0
MYL6,0,0,0,0,0
MYL6B,0,0,0,0,0
MYL9,0,0,0,0,0
MYLK,0,0,0,0,0
MYO10,0,0,0,0,0
MYO15B,0,0,0,0,0
MYO18A,0,0,0,0,0
MYO19,0,0,0,0,0
MYO1B,0,0,0,0,0
MYO1C,0,0,0,0,0
MYO1D,0,0,0,0,0
MYO1E,0,0,0,0,0
MYO1F,0,0,0,0,0
MYO1G,0,0,0,0,0
MYO5A,0,0,0,0,0
MYO5B,0,0,0,0,0
MYO5C,0,0,0,0,0
MYO6,0,0,0,0,0
MYO7A,0,0,0,0,0
MYO7B,0,0,0,0,0
MYO9A,0,0,0,0,0
MYO9B,0,0,0,0,0
MYOC,0,0,0,0,0
MYOF,0,0,0,0,0
MYOM2,0,0,0,0,0
MYORG,0,0,0,0,0
MYOZ1,0,0,0,0,0
MYPN,0,0,0,0,0
MYRIP,0,0,0,0,0
MZB1,0,0,0,0,0
MZT1,0,0,0,0,0
MZT2B,0,0,0,0,0
N4BP1,0,0,0,0,0
N4BP2L1,0,0,0,0,0
N4BP2L2,0,0,0,0,0
N6AMT1,0,0,0,0,0
NAA10,0,0,0,0,0
NAA15,0,0,0,0,0
NAA16,0,0,0,0,0
NAA20,0,0,0,0,0
NAA25,0,0,0,0,0
NAA30,0,0,0,0,0
NAA35,0,0,0,0,0
NAA38,0,0,0,0,0
NAA40,0,0,0,0,0
NAA50,0,0,0,0,0
NAA80,0,0,0,0,0
NAAA,0,0,0,0,0
NAALADL2,0,0,0,0,0
NAB1,0,0,0,0,0
NAB2,0,0,0,0,0
NABP2,0,0,0,0,0
NACA,0,0,0,0,0
NACAD,0,0,0,0,0
NACC1,0,0,0,0,0
NADK,0,0,0,0,0
NADK2,0,0,0,0,0
NADSYN1,0,0,0,0,0
NAE1,0,0,0,0,0
NAF1,0,0,0,0,0
NAGA,0,0,0,0,0
NAGK,0,0,0,0,0
NAGLU,0,0,0,0,0
NAGPA,0,0,0,0,0
NAGS,0,0,0,0,0
NAIP,0,0,0,0,0
NAMPT,0,0,0,0,0
NANP,0,0,0,0,0
NANS,0,0,0,0,0
NAP1L1,0,0,0,0,0
NAP1L4,0,0,0,0,0
NAP1L5,0,0,0,0,0
NAPA,0,0,0,0,0
NAPB,0,0,0,0,0
NAPEPLD,0,0,0,0,0
NAPG,0,0,0,0,0
NAPRT,0,0,0,0,0
NAPSA,0,0,0,0,0
NARS,0,0,0,0,0
NARS2,0,0,0,0,0
NASP,0,0,0,0,0
NAT1,0,0,0,0,0
NAT10,0,0,0,0,0
NAT8,0,0,0,0,0
NAV1,0,0,0,0,0
NAV2,0,0,0,0,0
NAXD,0,0,0,0,0
NAXE,0,0,0,0,0
NBAS,0,0,0,0,0
NBDY,0,0,0,0,0
NBEA,0,0,0,0,0
NBEAL1,0,0,0,0,0
NBEAL2,0,0,0,0,0
NBN,0,0,0,0,0
NBR1,0,0,0,0,0
NCALD,0,0,0,0,0
NCAM1,0,0,0,0,0
NCAPD2,0,0,0,0,0
NCAPH,0,0,0,0,0
NCAPH2,0,0,0,0,0
NCBP1,0,0,0,0,0
NCBP2,0,0,0,0,0
NCBP2-AS2,0,0,0,0,0
NCBP3,0,0,0,0,0
NCDN,0,0,0,0,0
NCEH1,0,0,0,0,0
NCF1,0,0,0,0,0
NCF2,0,0,0,0,0
NCF4,0,0,0,0,0
NCK1,0,0,0,0,0
NCK2,0,0,0,0,0
NCKAP1,0,0,0,0,0
NCKAP1L,0,0,0,0,0
NCKAP5L,0,0,0,0,0
NCKIPSD,0,0,0,0,0
NCL,0,0,0,0,0
NCLN,0,0,0,0,0
NCOA1,0,0,0,0,0
NCOA2,0,0,0,0,0
NCOA3,0,0,0,0,0
NCOA4,0,0,0,0,0
NCOA5,0,0,0,0,0
NCOA6,0,0,0,0,0
NCOA7,0,0,0,0,0
NCOR1,0,0,0,0,0
NCOR2,0,0,0,0,0
NCS1,0,0,0,0,0
NCSTN,0,0,0,0,0
NDC1,0,0,0,0,0
NDE1,0,0,0,0,0
NDEL1,0,0,0,0,0
NDOR1,0,0,0,0,0
NDRG1,0,0,0,0,0
NDRG2,0,0,0,0,0
NDRG3,0,0,0,0,0
NDST1,0,0,0,0,0
NDUFA10,0,0,0,0,0
NDUFA11,0,0,0,0,0
NDUFA12,0,0,0,0,0
NDUFA13,0,0,0,0,0
NDUFA2,0,0,0,0,0
NDUFA3,0,0,0,0,0
NDUFA4,0,0,0,0,0
NDUFA4L2,0,0,0,0,0
NDUFA5,0,0,0,0,0
NDUFA6,0,0,0,0,0
NDUFA7,0,0,0,0,0
NDUFA8,0,0,0,0,0
NDUFA9,0,0,0,0,0
NDUFAB1,0,0,0,0,0
NDUFAF1,0,0,0,0,0
NDUFAF2,0,0,0,0,0
NDUFAF3,0,0,0,0,0
NDUFAF4,0,0,0,0,0
NDUFAF5,0,0,0,0,0
NDUFAF6,0,0,0,0,0
NDUFAF7,0,0,0,0,0
NDUFAF8,0,0,0,0,0
NDUFB1,0,0,0,0,0
NDUFB10,0,0,0,0,0
NDUFB11,0,0,0,0,0
NDUFB2,0,0,0,0,0
NDUFB3,0,0,0,0,0
NDUFB4,0,0,0,0,0
NDUFB5,0,0,0,0,0
NDUFB6,0,0,0,0,0
NDUFB7,0,0,0,0,0
NDUFB8,0,0,0,0,0
NDUFB9,0,0,0,0,0
NDUFC1,0,0,0,0,0
NDUFC2,0,0,0,0,0
NDUFS1,0,0,0,0,0
NDUFS2,0,0,0,0,0
NDUFS3,0,0,0,0,0
NDUFS4,0,0,0,0,0
NDUFS5,0,0,0,0,0
NDUFS6,0,0,0,0,0
NDUFS7,0,0,0,0,0
NDUFS8,0,0,0,0,0
NDUFV1,0,0,0,0,0
NDUFV2,0,0,0,0,0
NDUFV3,0,0,0,0,0
NEBL,0,0,0,0,0
NECAP1,0,0,0,0,0
NECAP2,0,0,0,0,0
NECTIN1,0,0,0,0,0
NECTIN2,0,0,0,0,0
NECTIN3,0,0,0,0,0
NEDD1,0,0,0,0,0
NEDD4,0,0,0,0,0
NEDD4L,0,0,0,0,0
NEDD8,0,0,0,0,0
NEDD8-MDP1,0,0,0,0,0
NEDD9,0,0,0,0,0
NEFL,0,0,0,0,0
NEFM,0,0,0,0,0
NEGR1,0,0,0,0,0
NEIL2,0,0,0,0,0
NEK1,0,0,0,0,0
NEK3,0,0,0,0,0
NEK6,0,0,0,0,0
NEK7,0,0,0,0,0
NEK8,0,0,0,0,0
NEK9,0,0,0,0,0
NELFA,0,0,0,0,0
NELFB,0,0,0,0,0
NELFCD,0,0,0,0,0
NELFE,0,0,0,0,0
NEMF,0,0,0,0,0
NEMP1,0,0,0,0,0
NENF,0,0,0,0,0
NEO1,0,0,0,0,0
NEPRO,0,0,0,0,0
NES,0,0,0,0,0
NEU1,0,0,0,0,0
NEURL4,0,0,0,0,0
NEXN,0,0,0,0,0
NF1,0,0,0,0,0
NF2,0,0,0,0,0
NFASC,0,0,0,0,0
NFAT5,0,0,0,0,0
NFATC1,0,0,0,0,0
NFATC2,0,0,0,0,0
NFATC2IP,0,0,0,0,0
NFATC3,0,0,0,0,0
NFATC4,0,0,0,0,0
NFIA,0,0,0,0,0
NFIB,0,0,0,0,0
NFIC,0,0,0,0,0
NFIX,0,0,0,0,0
NFKB1,0,0,0,0,0
NFKB2,0,0,0,0,0
NFKBIA,0,0,0,0,0
NFKBIB,0,0,0,0,0
NFKBIE,0,0,0,0,0
NFRKB,0,0,0,0,0
NFS1,0,0,0,0,0
NFU1,0,0,0,0,0
NFX1,0,0,0,0,0
NFXL1,0,0,0,0,0
NFYA,0,0,0,0,0
NFYB,0,0,0,0,0
NFYC,0,0,0,0,0
NGDN,0,0,0,0,0
NGEF,0,0,0,0,0
NGFR,0,0,0,0,0
NGLY1,0,0,0,0,0
NGRN,0,0,0,0,0
NHEJ1,0,0,0,0,0
NHLRC1,0,0,0,0,0
NHLRC2,0,0,0,0,0
NHLRC3,0,0,0,0,0
NHP2,0,0,0,0,0
NHS,0,0,0,0,0
NHSL1,0,0,0,0,0
NHSL2,0,0,0,0,0
NID1,0,0,0,0,0
NID2,0,0,0,0,0
NIF3L1,0,0,0,0,0
NIFK,0,0,0,0,0
NIN,0,0,0,0,0
NINJ1,0,0,0,0,0
NIP7,0,0,0,0,0
NIPBL,0,0,0,0,0
NIPSNAP1,0,0,0,0,0
NIPSNAP2,0,0,0,0,0
NIPSNAP3A,0,0,0,0,0
NISCH,0,0,0,0,0
NIT1,0,0,0,0,0
NIT2,0,0,0,0,0
NKAP,0,0,0,0,0
NKAPD1,0,0,0,0,0
NKIRAS1,0,0,0,0,0
NKIRAS2,0,0,0,0,0
NKRF,0,0,0,0,0
NKTR,0,0,0,0,0
NLE1,0,0,0,0,0
NLN,0,0,0,0,0
NLRC5,0,0,0,0,0
NLRP2,0,0,0,0,0
NLRP7,0,0,0,0,0
NLRX1,0,0,0,0,0
NMD3,0,0,0,0,0
NME1,0,0,0,0,0
NME1-NME2,0,0,0,0,0
NME3,0,0,0,0,0
NME6,0,0,0,0,0
NME7,0,0,0,0,0
NMI,0,0,0,0,0
NMNAT1,0,0,0,0,0
NMNAT3,0,0,0,0,0
NMRAL1,0,0,0,0,0
NMRK1,0,0,0,0,0
NMT1,0,0,0,0,0
NMT2,0,0,0,0,0
NNMT,0,0,0,0,0
NNT,0,0,0,0,0
NOA1,0,0,0,0,0
NOB1,0,0,0,0,0
NOC2L,0,0,0,0,0
NOC3L,0,0,0,0,0
NOC4L,0,0,0,0,0
NOCT,0,0,0,0,0
NOL10,0,0,0,0,0
NOL11,0,0,0,0,0
NOL3,0,0,0,0,0
NOL4L,0,0,0,0,0
NOL6,0,0,0,0,0
NOL7,0,0,0,0,0
NOL8,0,0,0,0,0
NOL9,0,0,0,0,0
NOLC1,0,0,0,0,0
NOM1,0,0,0,0,0
NOMO2,0,0,0,0,0
NOMO3,0,0,0,0,0
NONO,0,0,0,0,0
NOP10,0,0,0,0,0
NOP14,0,0,0,0,0
NOP16,0,0,0,0,0
NOP2,0,0,0,0,0
NOP53,0,0,0,0,0
NOP56,0,0,0,0,0
NOP58,0,0,0,0,0
NOP9,0,0,0,0,0
NOS1,0,0,0,0,0
NOS1AP,0,0,0,0,0
NOS3,0,0,0,0,0
NOSIP,0,0,0,0,0
NOSTRIN,0,0,0,0,0
NOTCH1,0,0,0,0,0
NOTCH2,0,0,0,0,0
NOTCH3,0,0,0,0,0
NOTCH4,0,0,0,0,0
